cve_id,description,cpe_match,accessVector,baseScore,exploitabilityScore,obtainAllPrivilege,obtainUserPrivilege,obtainOtherPrivilege,privilegesRequired
CVE-2019-9055,"An issue was discovered in CMS Made Simple 2.2.8. In the module DesignManager (in the files action.admin_bulk_css.php and action.admin_bulk_template.php), with an unprivileged user with Designer permission, it is possible reach an unserialize call with a crafted value in the m1_allparms parameter, and achieve object injection.",['cpe:2.3:a:cmsmadesimple:cms_made_simple:*:*:*:*:*:*:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2020-11853,"Arbitrary code execution vulnerability affecting multiple Micro Focus products. 1.) Operation Bridge Manager affecting version: 2020.05, 2019.11, 2019.05, 2018.11, 2018.05, versions 10.6x and 10.1x and older versions. 2.) Application Performance Management affecting versions : 9.51, 9.50 and 9.40 with uCMDB 10.33 CUP 3 3.) Data Center Automation affected version 2019.11 4.) Operations Bridge (containerized) affecting versions: 2019.11, 2019.08, 2019.05, 2018.11, 2018.08, 2018.05, 2018.02, 2017.11 5.) Universal CMDB affecting version: 2020.05, 2019.11, 2019.05, 2019.02, 2018.11, 2018.08, 2018.05, 11, 10.33, 10.32, 10.31, 10.30 6.) Hybrid Cloud Management affecting version 2020.05 7.) Service Management Automation affecting version 2020.5 and 2020.02. The vulnerability could allow to execute arbitrary code.","['cpe:2.3:a:microfocus:operations_bridge_manager:2020.05:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2019.11:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2019.05:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2018.11:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2018.05:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.11:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.12:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.60:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.61:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.62:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:10.63:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operation_bridge_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2019.08:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2018.08:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2018.02:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:operations_bridge_manager:2017.11:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:10.20:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:application_performance_management:9.50:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:application_performance_management:9.40:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:application_performance_management:9.51:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:data_center_automation:*:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2018.05:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2018.08:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2018.11:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2019.02:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2019.05:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2019.11:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:2020.05.:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:11.0:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:10.30:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:10.31:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:10.32:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:universal_cmbd_foundation:10.33:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:hybrid_cloud_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:service_manager_automation:2020.02:*:*:*:*:*:*:*', 'cpe:2.3:a:microfocus:service_manager_automation:2020.05:*:*:*:*:*:*:*']",NETWORK,6.5,8,False,False,False,Null
CVE-2020-12720,"vBulletin before 5.5.6pl1, 5.6.0 before 5.6.0pl1, and 5.6.1 before 5.6.1pl1 has incorrect access control.","['cpe:2.3:a:vbulletin:vbulletin:5.6.0:-:*:*:*:*:*:*', 'cpe:2.3:a:vbulletin:vbulletin:*:*:*:*:*:*:*:*', 'cpe:2.3:a:vbulletin:vbulletin:5.5.6:-:*:*:*:*:*:*', 'cpe:2.3:a:vbulletin:vbulletin:5.6.1.-:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2020-13381,openSIS through 7.4 allows SQL Injection.,['cpe:2.3:a:os4ed:opensis:*:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
CVE-2020-14882,"Vulnerability in the Oracle WebLogic Server product of Oracle Fusion Middleware (component: Console). Supported versions that are affected are 10.3.6.0.0, 12.1.3.0.0, 12.2.1.3.0, 12.2.1.4.0 and 14.1.1.0.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server. Successful attacks of this vulnerability can result in takeover of Oracle WebLogic Server. CVSS 3.1 Base Score 9.8 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).","['cpe:2.3:a:oracle:weblogic_server:12.1.3.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:weblogic_server:10.3.6.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:weblogic_server:12.2.1.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:weblogic_server:12.2.1.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:weblogic_server:14.1.1.0.0:*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2020-17496,vBulletin 5.5.4 through 5.6.2 allows remote command execution via crafted subWidgets data in an ajax/render/widget_tabbedcontainer_tab_panel request. NOTE: this issue exists because of an incomplete fix for CVE-2019-16759.,['cpe:2.3:a:vbulletin:vbulletin:*:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
CVE-2020-25223,"A remote code execution vulnerability exists in the WebAdmin of Sophos SG UTM before v9.705 MR5, v9.607 MR7, and v9.511 MR11","['cpe:2.3:a:sophos:unified_threat_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:sophos:unified_threat_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:sophos:unified_threat_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:sophos:unified_threat_management:9.511:-:*:*:*:*:*:*', 'cpe:2.3:a:sophos:unified_threat_management:9.607:-:*:*:*:*:*:*', 'cpe:2.3:a:sophos:unified_threat_management:9.705:-:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2020-2555,"Vulnerability in the Oracle Coherence product of Oracle Fusion Middleware (component: Caching,CacheStore,Invocation). Supported versions that are affected are 3.7.1.0, 12.1.3.0.0, 12.2.1.3.0 and 12.2.1.4.0. Easily exploitable vulnerability allows unauthenticated attacker with network access via T3 to compromise Oracle Coherence. Successful attacks of this vulnerability can result in takeover of Oracle Coherence. CVSS 3.0 Base Score 9.8 (Confidentiality, Integrity and Availability impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H).","['cpe:2.3:a:oracle:access_manager:11.1.2.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:webcenter_portal:12.2.1.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:utilities_framework:4.2.0.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:utilities_framework:4.2.0.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:retail_assortment_planning:15.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:utilities_framework:4.4.0.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:retail_assortment_planning:16.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:coherence:12.2.1.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:coherence:12.1.3.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:coherence:3.7.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:coherence:12.2.1.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:webcenter_portal:12.2.1.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:rapid_planning:12.1:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:rapid_planning:12.2:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:utilities_framework:*:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:utilities_framework:4.4.0.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:communications_diameter_signaling_router:*:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:healthcare_data_repository:7.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:commerce_platform:*:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:commerce_platform:11.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:commerce_platform:11.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:commerce_platform:11.1.0:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2020-4429,"IBM Data Risk Manager 2.0.1, 2.0.2, 2.0.3, 2.0.4, 2.0.5, and 2.0.6 contains a default password for an IDRM administrative account. A remote attacker could exploit this vulnerability to login and execute arbitrary code on the system with root privileges. IBM X-Force ID: 180534.","['cpe:2.3:a:ibm:data_risk_manager:2.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:ibm:data_risk_manager:2.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:ibm:data_risk_manager:2.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:ibm:data_risk_manager:2.0.5:*:*:*:*:*:*:*', 'cpe:2.3:a:ibm:data_risk_manager:2.0.6:*:*:*:*:*:*:*', 'cpe:2.3:a:ibm:data_risk_manager:2.0.1:*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2020-5792,"Improper neutralization of argument delimiters in a command in Nagios XI 5.7.3 allows a remote, authenticated admin user to write to arbitrary files and ultimately execute code with the privileges of the apache user.",['cpe:2.3:a:nagios:nagios_xi:5.7.3:*:*:*:*:*:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2020-5902,"In BIG-IP versions 15.0.0-15.1.0.3, 14.1.0-14.1.2.5, 13.1.0-13.1.3.3, 12.1.0-12.1.5.1, and 11.6.1-11.6.5.1, the Traffic Management User Interface (TMUI), also referred to as the Configuration utility, has a Remote Code Execution (RCE) vulnerability in undisclosed pages.","['cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2020-7351,"An OS Command Injection vulnerability in the endpoint_devicemap.php component of Fonality Trixbox Community Edition allows an attacker to execute commands on the underlying operating system as the ""asterisk"" user. Note that Trixbox Community Edition has been unsupported by the vendor since 2012. This issue affects: Fonality Trixbox Community Edition, versions 1.2.0 through 2.8.0.4. Versions 1.0 and 1.1 are unaffected.",['cpe:2.3:a:netfortris:trixbox:*:*:*:*:community:*:*:*'],NETWORK,9,8,False,False,False,Null
CVE-2020-7384,Rapid7's Metasploit msfvenom framework handles APK files in a way that allows for a malicious user to craft and publish a file that would execute arbitrary commands on a victim's machine.,['cpe:2.3:a:rapid7:metasploit:*:*:*:*:*:*:*:*'],NETWORK,9.3,8.6,False,False,False,Null
CVE-2021-21220,Insufficient validation of untrusted input in V8 in Google Chrome prior to 89.0.4389.128 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,"['cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:32:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:33:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:34:*:*:*:*:*:*:*']",NETWORK,6.8,8.6,False,False,False,Null
CVE-2021-24155,"The WordPress Backup and Migrate Plugin – Backup Guard WordPress plugin before 1.6.0 did not ensure that the imported files are of the SGBP format and extension, allowing high privilege users (admin+) to upload arbitrary files, including PHP ones, leading to RCE.",['cpe:2.3:a:backup-guard:backup_guard:*:*:*:*:*:wordpress:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2021-22986,"On BIG-IP versions 16.0.x before 16.0.1.1, 15.1.x before 15.1.2.1, 14.1.x before 14.1.4, 13.1.x before 13.1.3.6, and 12.1.x before 12.1.5.3 amd BIG-IQ 7.1.0.x before 7.1.0.3 and 7.0.0.x before 7.0.0.2, the iControl REST interface has an unauthenticated remote command execution vulnerability. Note: Software versions which have reached End of Software Development (EoSD) are not evaluated.","['cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_acceleration_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_local_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_web_application_firewall:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_advanced_firewall_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_analytics:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_application_security_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_access_policy_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_ddos_hybrid_defender:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_domain_name_system:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_fraud_protection_service:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_global_traffic_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_link_controller:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-ip_policy_enforcement_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:ssl_orchestrator:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-iq_centralized_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-iq_centralized_management:*:*:*:*:*:*:*:*', 'cpe:2.3:a:f5:big-iq_centralized_management:*:*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2021-26295,Apache OFBiz has unsafe deserialization prior to 17.12.06. An unauthenticated attacker can use this vulnerability to successfully take over Apache OFBiz.,['cpe:2.3:a:apache:ofbiz:*:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
